"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Max. (°C)","Air Temp. Avg. (°C)","Relative Humidity Avg. (%)","Wind Speed 10 m Avg. (km/h)","Heating Degree Days (DD)","Cooling Degree Days (DD)"
"Calgary Int'L CS","27-November-2019","-14.2","-7.8","-12.7","81.2","21.6","21.8","0.0"
"Calgary Int'L CS","28-November-2019","-20.6","-12.6","-15.2","80.8","9.5","22.8","0.0"
"Calgary Int'L CS","29-November-2019","-22.6","-9.0","-18.4","78.6","4.4","22.9","0.0"
"Calgary Int'L CS","30-November-2019","-21.6","-9.8","-15.8","80.0","8.3","22.6","0.0"
"Calgary Int'L CS","01-December-2019","-15.9","3.4","-3.3","52.3","10.5","22.2","0.0"
"Calgary Int'L CS","02-December-2019","-0.2","4.2","2.2","44.7","24.7","23.7","0.0"
"Calgary Int'L CS","03-December-2019","-4.7","9.2","4.4","52.0","10.5","24.5","0.0"
"Calgary Int'L CS","04-December-2019","-8.5","-2.2","-5.1","85.3","12.9","24.6","0.0"
"Calgary Int'L CS","05-December-2019","-11.8","-2.5","-6.9","81.3","7.4","24.6","0.0"
"Calgary Int'L CS","06-December-2019","-12.8","-0.2","-6.6","69.2","6.2","24.6","0.0"
"Calgary Int'L CS","07-December-2019","-10.1","-0.6","-6.0","83.6","16.1","25.3","0.0"
"Calgary Int'L CS","08-December-2019","-19.0","-5.9","-11.6","82.6","8.7","24.6","0.0"
"Calgary Int'L CS","09-December-2019","-8.5","-1.2","-5.7","79.5","11.0","23.0","0.0"
"Calgary Int'L CS","10-December-2019","-13.5","-2.3","-6.7","84.7","9.1","22.8","0.0"
"Calgary Int'L CS","11-December-2019","-13.0","-6.9","-9.6","90.8","6.7","23.1","0.0"
"Calgary Int'L CS","12-December-2019","-14.0","-5.9","-9.8","89.3","8.9","23.2","0.0"
"Calgary Int'L CS","13-December-2019","-14.6","-10.4","-13.0","87.2","9.6","24.5","0.0"
"Calgary Int'L CS","14-December-2019","-16.0","-2.8","-8.6","87.8","5.4","24.4","0.0"
"Calgary Int'L CS","15-December-2019","-16.2","-2.1","-10.0","76.9","6.6","23.6","0.0"
"Calgary Int'L CS","16-December-2019","-13.4","0.8","-2.9","44.5","19.7","23.6","0.0"
"Calgary Int'L CS","17-December-2019","-1.0","7.8","2.9","50.6","17.0","22.8","0.0"
"Calgary Int'L CS","18-December-2019","-5.0","6.7","1.5","62.4","13.6","23.7","0.0"
"Calgary Int'L CS","19-December-2019","-5.8","3.6","-0.4","53.4","12.4","23.6","0.0"
"Calgary Int'L CS","20-December-2019","-2.2","5.6","0.9","74.8","12.7","23.8","0.0"
"Calgary Int'L CS","21-December-2019","-3.5","1.0","-1.0","97.5","8.3","25.5","0.0"
"Calgary Int'L CS","22-December-2019","-7.9","-0.5","-2.7","93.1","9.0","26.5","0.0"
"Calgary Int'L CS","23-December-2019","-14.0","-1.5","-4.9","93.0","7.2","25.3","0.0"
"Calgary Int'L CS","24-December-2019","-16.0","-8.1","-11.3","90.2","5.8","23.6","0.0"
"Calgary Int'L CS","25-December-2019","-17.1","-3.9","-11.9","88.1","3.0","24.0","0.0"
"Calgary Int'L CS","26-December-2019","-16.9","-2.1","-10.4","69.4","9.1","24.4","0.0"
"Calgary Int'L CS","27-December-2019","-11.6","0.2","-2.7","47.9","19.2","24.8","0.0"
"Calgary Int'L CS","28-December-2019","-15.2","-2.9","-9.1","66.8","8.1","26.5","0.0"
"Calgary Int'L CS","29-December-2019","-10.7","2.3","-4.0","78.3","7.3","27.3","0.0"
"Calgary Int'L CS","30-December-2019","-12.4","6.7","-3.1","67.9","9.7","28.1","0.0"
"Calgary Int'L CS","31-December-2019","1.3","5.8","4.6","49.5","28.6","27.5","0.0"
"Calgary Int'L CS","01-January-2020","-5.3","2.2","-0.8","82.8","8.0","26.9","0.0"
"Calgary Int'L CS","02-January-2020","-11.7","3.3","-3.7","65.5","13.0","25.9","0.0"
"Calgary Int'L CS","03-January-2020","-10.0","9.1","-2.7","54.4","11.2","26.0","0.0"
"Calgary Int'L CS","04-January-2020","-3.8","8.6","1.2","53.1","21.0","26.2","0.0"
"Calgary Int'L CS","05-January-2020","-11.9","3.7","-3.4","48.6","9.6","27.2","0.0"
"Calgary Int'L CS","06-January-2020","-9.9","0.2","-5.6","66.5","11.9","25.9","0.0"
"Calgary Int'L CS","07-January-2020","-13.1","-6.3","-10.2","89.0","8.9","25.8","0.0"
"Calgary Int'L CS","08-January-2020","-14.1","-7.1","-10.1","87.4","13.9","25.8","0.0"
"Calgary Int'L CS","09-January-2020","-18.5","-13.7","-15.6","74.5","12.3","27.0","0.0"
"Calgary Int'L CS","10-January-2020","-20.7","-7.0","-14.0","76.7","8.7","26.9","0.0"
"Calgary Int'L CS","11-January-2020","-20.4","-10.5","-18.0","75.5","16.9","27.5","0.0"
"Calgary Int'L CS","12-January-2020","-25.4","-19.9","-23.3","66.3","18.4","26.5","0.0"
"Calgary Int'L CS","13-January-2020","-31.6","-25.3","-26.7","65.5","9.2","25.8","0.0"
"Calgary Int'L CS","14-January-2020","-32.5","-28.4","-30.4","69.6","5.6","25.7","0.0"
"Calgary Int'L CS","15-January-2020","-33.2","-27.2","-30.2","69.8","8.4","25.5","0.0"
"Calgary Int'L CS","16-January-2020","-29.8","-27.3","-28.8","69.9","11.4","25.9","0.0"
"Calgary Int'L CS","17-January-2020","-27.5","-22.9","-25.4","63.4","14.9","25.2","0.0"
"Calgary Int'L CS","18-January-2020","-28.1","-18.9","-23.3","69.2","9.5","23.6","0.0"
"Calgary Int'L CS","19-January-2020","-21.5","5.3","-9.7","66.2","10.8","22.6","0.0"
"Calgary Int'L CS","20-January-2020","-3.7","6.9","1.9","62.7","10.0","23.5","0.0"
"Calgary Int'L CS","21-January-2020","-8.5","6.5","-0.3","66.0","8.7","23.4","0.0"
"Calgary Int'L CS","22-January-2020","-3.4","5.1","1.4","46.4","15.3","23.4","0.0"
"Calgary Int'L CS","23-January-2020","-9.0","9.2","-0.7","59.1","9.6","24.1","0.0"
"Calgary Int'L CS","24-January-2020","0.5","9.0","4.5","59.3","13.9","24.2","0.0"
"Calgary Int'L CS","25-January-2020","-2.3","8.1","3.4","50.7","11.4","24.0","0.0"
"Calgary Int'L CS","26-January-2020","-8.3","1.5","-3.5","73.9","6.8","24.5","0.0"
"Calgary Int'L CS","27-January-2020","-5.2","6.4","1.6","49.4","13.1","24.3","0.0"
"Calgary Int'L CS","28-January-2020","-6.6","4.4","-2.0","58.3","6.9","25.2","0.0"
"Calgary Int'L CS","29-January-2020","-11.4","6.6","-2.8","63.1","10.7","23.7","0.0"
"Calgary Int'L CS","30-January-2020","-5.6","5.8","1.6","47.8","16.6","22.0","0.0"
"Calgary Int'L CS","31-January-2020","-4.1","7.9","2.7","58.2","13.5","23.0","0.0"
"Calgary Int'L CS","01-February-2020","-5.4","10.2","3.6","74.3","22.7","23.0","0.0"
"Calgary Int'L CS","02-February-2020","-11.5","-1.9","-6.2","64.5","12.3","23.5","0.0"
"Calgary Int'L CS","03-February-2020","-14.2","-5.2","-9.7","73.3","13.2","23.6","0.0"
"Calgary Int'L CS","04-February-2020","-20.3","0.0","-9.0","61.3","17.1","23.1","0.0"
"Calgary Int'L CS","05-February-2020","-2.0","4.1","0.6","48.3","21.0","23.5","0.0"
"Calgary Int'L CS","06-February-2020","-7.1","1.9","-0.9","54.6","11.8","25.0","0.0"
"Calgary Int'L CS","07-February-2020","-9.4","0.3","-4.4","71.0","9.1","24.6","0.0"
"Calgary Int'L CS","08-February-2020","-12.0","-3.5","-6.3","84.3","12.7","25.5","0.0"
"Calgary Int'L CS","09-February-2020","-12.9","1.4","-3.9","66.2","18.4","26.2","0.0"
"Calgary Int'L CS","10-February-2020","-7.8","1.4","-4.3","58.8","12.9","26.3","0.0"
"Calgary Int'L CS","11-February-2020","-8.8","4.2","0.1","65.7","24.0","25.3","0.0"
"Calgary Int'L CS","12-February-2020","-13.7","-8.1","-11.4","84.9","14.5","22.9","0.0"
"Calgary Int'L CS","13-February-2020","-14.0","7.3","-4.4","68.1","15.7","21.8","0.0"
"Calgary Int'L CS","14-February-2020","-10.3","1.2","-4.4","82.0","6.9","23.4","0.0"
"Calgary Int'L CS","15-February-2020","-8.9","3.6","-3.9","70.2","14.6","22.1","0.0"
"Calgary Int'L CS","16-February-2020","-8.3","2.0","-4.3","71.5","7.0","23.2","0.0"
"Calgary Int'L CS","17-February-2020","-16.7","-7.0","-12.1","78.5","12.0","23.5","0.0"
"Calgary Int'L CS","18-February-2020","-17.8","-5.9","-14.0","78.3","9.3","23.2","0.0"
"Calgary Int'L CS","19-February-2020","-17.9","1.5","-8.3","64.7","5.9","22.7","0.0"
"Calgary Int'L CS","20-February-2020","-14.8","8.6","-1.1","43.9","15.9","23.4","0.0"
"Calgary Int'L CS","21-February-2020","-4.0","6.3","3.3","29.5","20.8","23.1","0.0"
"Calgary Int'L CS","22-February-2020","-9.6","5.4","0.7","58.6","16.9","24.0","0.0"
"Calgary Int'L CS","23-February-2020","-10.2","0.3","-5.0","83.0","10.6","24.5","0.0"
"Calgary Int'L CS","24-February-2020","-11.4","-0.5","-5.4","80.8","11.9","25.0","0.0"
"Calgary Int'L CS","25-February-2020","-16.1","0.4","-7.6","73.2","6.4","25.4","0.0"
"Calgary Int'L CS","26-February-2020","-5.2","4.9","1.7","51.8","14.1","24.8","0.0"
"Calgary Int'L CS","27-February-2020","-1.9","8.4","4.3","41.5","24.3","23.3","0.0"
"Calgary Int'L CS","28-February-2020","-1.8","10.3","4.5","55.0","10.6","23.4","0.0"
"Calgary Int'L CS","29-February-2020","-4.1","6.7","1.4","64.7","28.5","18.9","0.0"
"Calgary Int'L CS","01-March-2020","-12.2","3.5","-3.0","65.5","16.5","24.0","0.0"
"Calgary Int'L CS","02-March-2020","-0.6","5.8","3.1","39.8","22.3","23.6","0.0"
"Calgary Int'L CS","03-March-2020","-4.9","7.3","2.6","46.2","22.5","23.6","0.0"
"Calgary Int'L CS","04-March-2020","-5.4","4.2","0.6","50.5","24.6","24.8","0.0"
"Calgary Int'L CS","05-March-2020","-8.7","8.8","-0.8","54.4","9.0","25.1","0.0"
"Calgary Int'L CS","06-March-2020","-6.9","7.7","-0.8","71.9","13.8","25.5","0.0"
"Calgary Int'L CS","07-March-2020","-15.4","-6.8","-11.2","82.2","17.2","24.4","0.0"
"Calgary Int'L CS","08-March-2020","-20.0","-7.7","-13.1","76.3","9.0","23.1","0.0"
"Calgary Int'L CS","09-March-2020","-16.7","2.1","-6.8","53.7","8.4","21.6","0.0"
"Calgary Int'L CS","10-March-2020","-9.2","4.4","-0.3","38.8","15.5","21.0","0.0"
"Calgary Int'L CS","11-March-2020","-4.4","3.5","-0.4","54.1","14.0","19.4","0.0"
"Calgary Int'L CS","12-March-2020","-8.6","0.8","-3.5","68.6","12.8","18.2","0.0"
"Calgary Int'L CS","13-March-2020","-20.7","-8.7","-16.1","77.9","23.2","18.6","0.0"
"Calgary Int'L CS","14-March-2020","-22.0","-17.6","-20.3","73.9","20.1","18.9","0.0"
"Calgary Int'L CS","15-March-2020","-25.6","-9.3","-17.8","64.3","5.6","19.5","0.0"
"Calgary Int'L CS","16-March-2020","-15.3","4.0","-5.7","60.6","7.8","20.4","0.0"
"Calgary Int'L CS","17-March-2020","-7.2","1.1","-3.1","65.0","19.3","19.8","0.0"
"Calgary Int'L CS","18-March-2020","-10.6","-7.1","-8.8","85.8","11.6","19.0","0.0"
"Calgary Int'L CS","19-March-2020","-12.4","-8.0","-10.4","83.9","13.9","18.5","0.0"
"Calgary Int'L CS","20-March-2020","-13.5","1.9","-6.4","70.7","9.6","18.3","0.0"
"Calgary Int'L CS","21-March-2020","-10.3","4.8","-2.2","64.4","11.3","18.5","0.0"
"Calgary Int'L CS","22-March-2020","-7.1","7.7","-0.3","69.5","11.0","18.9","0.0"
"Calgary Int'L CS","23-March-2020","-6.7","9.9","0.1","72.6","12.2","19.7","0.0"
"Calgary Int'L CS","24-March-2020","-5.5","-2.4","-4.1","84.4","14.0","19.9","0.0"
"Calgary Int'L CS","25-March-2020","-9.9","-0.5","-4.8","70.5","11.6","18.1","0.0"
"Calgary Int'L CS","26-March-2020","-7.6","7.3","0.6","45.4","22.3","17.7","0.0"
"Calgary Int'L CS","27-March-2020","-5.2","10.1","3.4","44.0","16.6","16.8","0.0"
"Calgary Int'L CS","28-March-2020","-3.4","6.3","0.8","69.0","12.8","16.9","0.0"
"Calgary Int'L CS","29-March-2020","-1.9","11.0","4.3","58.3","17.3","16.6","0.0"
"Calgary Int'L CS","30-March-2020","-10.1","0.2","-5.9","91.5","16.3","16.1","0.0"
"Calgary Int'L CS","31-March-2020","-12.4","-7.8","-10.8","71.3","22.1","16.2","0.0"
"Calgary Int'L CS","01-April-2020","-15.6","-10.0","-13.2","62.8","16.6","17.1","0.0"
"Calgary Int'L CS","02-April-2020","-15.0","-8.4","-11.5","72.3","10.8","17.4","0.0"
"Calgary Int'L CS","03-April-2020","-11.4","-7.6","-9.5","80.6","14.5","17.4","0.0"
"Calgary Int'L CS","04-April-2020","-12.2","-2.6","-8.3","75.3","12.9","17.1","0.0"
"Calgary Int'L CS","05-April-2020","-7.9","-3.3","-6.1","91.8","15.8","17.0","0.0"
"Calgary Int'L CS","06-April-2020","-7.5","5.4","-1.7","72.8","14.0","16.2","0.0"
"Calgary Int'L CS","07-April-2020","-3.8","4.4","-1.0","68.6","14.3","15.8","0.0"
"Calgary Int'L CS","08-April-2020","-4.2","4.7","-0.5","46.9","12.0","14.8","0.0"
"Calgary Int'L CS","09-April-2020","-3.9","13.7","3.8","52.5","13.1","15.0","0.0"
"Calgary Int'L CS","10-April-2020","-3.6","4.2","-0.1","82.4","14.9","15.2","0.0"
"Calgary Int'L CS","11-April-2020","-9.3","-3.4","-5.6","67.9","17.7","14.5","0.0"
"Calgary Int'L CS","12-April-2020","-10.0","-1.6","-6.1","69.4","17.1","14.5","0.0"
"Calgary Int'L CS","13-April-2020","-10.7","4.7","-3.0","57.6","9.4","14.5","0.0"
"Calgary Int'L CS","14-April-2020","-1.5","8.3","2.6","76.8","17.3","14.9","0.0"
"Calgary Int'L CS","15-April-2020","-2.7","1.1","-0.9","84.7","19.7","15.4","0.0"
"Calgary Int'L CS","16-April-2020","-6.1","10.5","2.2","53.9","7.9","14.1","0.0"
"Calgary Int'L CS","17-April-2020","2.6","11.5","7.1","54.2","20.3","12.8","0.0"
"Calgary Int'L CS","18-April-2020","-0.8","4.9","1.6","79.1","13.8","13.3","0.0"
"Calgary Int'L CS","19-April-2020","-3.1","14.8","6.6","50.8","10.5","12.8","0.0"
"Calgary Int'L CS","20-April-2020","4.7","18.9","12.2","34.5","16.1","11.6","0.0"
"Calgary Int'L CS","21-April-2020","6.9","19.5","13.8","30.6","25.5","10.7","0.0"
"Calgary Int'L CS","22-April-2020","3.2","13.8","8.5","52.5","11.0","11.2","0.0"
"Calgary Int'L CS","23-April-2020","0.1","14.2","6.9","54.8","12.3","11.8","0.0"
"Calgary Int'L CS","24-April-2020","-1.7","15.6","8.0","41.9","12.0","11.9","0.0"
"Calgary Int'L CS","25-April-2020","0.6","17.5","9.0","37.9","16.0","12.1","0.0"
"Calgary Int'L CS","26-April-2020","1.4","14.4","9.5","31.3","20.6","12.0","0.0"
"Calgary Int'L CS","27-April-2020","0.7","17.1","9.2","37.5","17.8","11.1","0.0"
"Calgary Int'L CS","28-April-2020","-0.8","17.4","9.6","32.9","13.8","11.6","0.0"
"Calgary Int'L CS","29-April-2020","2.3","21.3","13.4","37.5","14.7","11.8","0.0"
"Calgary Int'L CS","30-April-2020","3.1","18.8","11.8","52.7","16.9","12.2","0.0"
"Calgary Int'L CS","01-May-2020","-1.6","15.6","8.0","50.5","7.5","11.4","0.0"
"Calgary Int'L CS","02-May-2020","-1.0","19.0","10.3","38.2","11.2","10.6","0.0"
"Calgary Int'L CS","03-May-2020","1.2","17.0","7.9","59.9","17.0","11.1","0.0"
"Calgary Int'L CS","04-May-2020","1.6","6.4","3.9","80.1","19.6","10.3","0.0"
"Calgary Int'L CS","05-May-2020","-2.5","16.1","8.1","58.7","11.5","10.3","0.0"
"Calgary Int'L CS","06-May-2020","0.1","16.2","8.8","60.5","14.4","10.3","0.0"
"Calgary Int'L CS","07-May-2020","5.9","16.9","10.5","63.0","13.3","10.7","0.0"
"Calgary Int'L CS","08-May-2020","2.5","10.8","6.3","78.9","24.0","10.0","0.0"
"Calgary Int'L CS","09-May-2020","-1.3","13.4","6.6","58.0","14.1","10.5","0.0"
"Calgary Int'L CS","10-May-2020","0.0","7.2","3.5","63.3","14.9","10.7","0.0"
"Calgary Int'L CS","11-May-2020","-2.0","8.9","3.6","52.9","13.8","9.6","0.0"
"Calgary Int'L CS","12-May-2020","0.9","10.2","5.4","45.5","18.6","8.2","0.1"
"Calgary Int'L CS","13-May-2020","-2.0","15.2","7.1","47.5","7.1","8.3","0.0"
"Calgary Int'L CS","14-May-2020","0.4","17.6","9.3","43.8","18.9","7.5","0.0"
"Calgary Int'L CS","15-May-2020","1.1","17.8","9.3","52.1","10.3","7.5","0.1"
"Calgary Int'L CS","16-May-2020","1.5","22.0","12.8","44.3","10.0","7.3","0.1"
"Calgary Int'L CS","17-May-2020","5.0","20.9","14.4","41.2","8.0","7.5","0.1"
"Calgary Int'L CS","18-May-2020","7.9","19.5","13.5","54.8","11.2","7.7","0.1"
"Calgary Int'L CS","19-May-2020","8.1","14.4","10.7","72.8","14.0","8.0","0.0"
"Calgary Int'L CS","20-May-2020","7.0","11.1","9.1","86.8","9.0","8.6","0.0"
"Calgary Int'L CS","21-May-2020","2.4","7.8","5.5","89.1","28.3","8.7","0.0"
"Calgary Int'L CS","22-May-2020","2.8","5.2","4.2","88.8","11.0","8.6","0.0"
"Calgary Int'L CS","23-May-2020","4.4","15.7","8.9","69.2","9.5","7.5","0.1"
"Calgary Int'L CS","24-May-2020","2.4","20.2","12.9","49.7","8.4","7.7","0.1"
"Calgary Int'L CS","25-May-2020","7.1","20.0","14.6","44.5","11.4","6.8","0.0"
"Calgary Int'L CS","26-May-2020","5.0","15.0","10.2","64.0","17.9","7.2","0.0"
"Calgary Int'L CS","27-May-2020","1.3","17.5","10.0","49.2","10.3","6.7","0.0"
"Calgary Int'L CS","28-May-2020","2.0","19.9","12.5","48.2","13.0","6.4","0.1"
"Calgary Int'L CS","29-May-2020","6.4","21.7","14.7","50.9","9.4","6.5","0.0"
"Calgary Int'L CS","30-May-2020","9.1","26.0","17.9","51.6","18.2","5.9","0.0"
"Calgary Int'L CS","31-May-2020","9.2","19.5","14.3","79.5","17.8","5.3","0.0"
"Calgary Int'L CS","01-June-2020","5.4","18.4","12.1","58.1","13.2","5.2","0.0"
"Calgary Int'L CS","02-June-2020","3.9","21.5","13.9","44.6","13.3","5.3","0.1"
"Calgary Int'L CS","03-June-2020","5.2","18.0","12.6","41.3","15.0","5.3","0.0"
"Calgary Int'L CS","04-June-2020","4.1","16.4","10.5","46.6","9.3","5.1","0.0"
"Calgary Int'L CS","05-June-2020","2.1","18.1","11.3","64.0","12.0","5.0","0.0"
"Calgary Int'L CS","06-June-2020","9.0","19.0","13.3","70.2","12.1","6.2","0.1"
"Calgary Int'L CS","07-June-2020","7.4","11.3","8.6","84.6","27.7","6.2","0.2"
"Calgary Int'L CS","08-June-2020","3.6","16.5","10.1","67.8","12.9","5.9","0.3"
"Calgary Int'L CS","09-June-2020","2.8","17.9","11.8","49.5","13.5","5.8","0.1"
"Calgary Int'L CS","10-June-2020","7.9","22.1","16.1","38.5","13.5","5.8","0.0"
"Calgary Int'L CS","11-June-2020","8.5","22.9","17.2","40.5","13.2","5.4","0.0"
"Calgary Int'L CS","12-June-2020","11.6","27.4","18.2","50.5","12.7","5.4","0.1"
"Calgary Int'L CS","13-June-2020","9.8","21.1","14.8","70.6","15.4","4.7","0.1"
"Calgary Int'L CS","14-June-2020","6.9","18.5","13.4","62.7","13.5","5.7","0.0"
"Calgary Int'L CS","15-June-2020","7.0","18.5","13.9","44.5","16.9","5.9","0.0"
"Calgary Int'L CS","16-June-2020","5.8","18.1","13.0","50.0","13.7","5.2","0.0"
"Calgary Int'L CS","17-June-2020","8.8","14.5","11.3","77.8","22.9","5.2","0.0"
"Calgary Int'L CS","18-June-2020","7.7","15.5","11.4","76.2","11.5","5.3","0.1"
"Calgary Int'L CS","19-June-2020","5.9","20.8","14.3","64.2","11.1","4.7","0.0"
"Calgary Int'L CS","20-June-2020","10.3","23.6","17.3","62.6","7.7","4.2","0.1"
"Calgary Int'L CS","21-June-2020","10.1","22.7","15.8","72.1","11.2","3.7","0.1"
"Calgary Int'L CS","22-June-2020","8.2","23.7","17.4","61.5","8.5","3.7","0.1"
"Calgary Int'L CS","23-June-2020","14.0","23.3","18.5","55.9","8.8","3.8","0.0"
"Calgary Int'L CS","24-June-2020","11.8","18.6","15.0","81.3","12.5","4.3","0.0"
"Calgary Int'L CS","25-June-2020","8.1","23.5","16.8","66.6","10.2","3.6","0.2"
"Calgary Int'L CS","26-June-2020","10.4","25.7","17.6","61.3","12.1","3.8","0.5"
"Calgary Int'L CS","27-June-2020","8.8","18.5","13.0","76.4","14.7","3.4","0.4"
"Calgary Int'L CS","28-June-2020","7.9","13.3","10.1","85.0","20.6","3.0","0.4"
"Calgary Int'L CS","29-June-2020","10.2","16.9","12.7","77.7","19.4","3.1","0.3"
"Calgary Int'L CS","30-June-2020","9.9","12.7","11.5","93.3","19.8","3.1","0.3"
"Calgary Int'L CS","01-July-2020","9.3","20.7","14.0","65.9","15.7","2.8","0.2"
"Calgary Int'L CS","02-July-2020","10.3","19.1","15.2","49.0","17.4","3.2","0.3"
"Calgary Int'L CS","03-July-2020","8.5","24.3","16.7","48.0","11.3","2.9","0.6"
"Calgary Int'L CS","04-July-2020","7.8","19.8","14.5","60.8","14.5","3.1","0.4"
"Calgary Int'L CS","05-July-2020","5.3","20.4","14.2","63.0","8.3","3.5","0.3"
"Calgary Int'L CS","06-July-2020","7.8","22.5","16.1","63.8","11.8","3.1","0.4"
"Calgary Int'L CS","07-July-2020","10.4","16.8","13.1","80.9","15.7","2.7","0.3"
"Calgary Int'L CS","08-July-2020","10.0","17.7","13.0","78.0","28.3","2.2","0.5"
"Calgary Int'L CS","09-July-2020","8.5","21.3","15.1","70.2","11.7","2.0","0.8"
"Calgary Int'L CS","10-July-2020","10.4","21.4","16.3","60.9","12.5","2.5","0.6"
"Calgary Int'L CS","11-July-2020","8.4","23.8","17.8","51.9","11.7","2.4","0.5"
"Calgary Int'L CS","12-July-2020","10.4","20.7","15.6","59.5","14.3","1.6","0.7"
"Calgary Int'L CS","13-July-2020","7.4","18.2","13.6","52.0","11.8","1.9","0.8"
"Calgary Int'L CS","14-July-2020","9.4","22.9","16.3","41.8","13.9","2.4","0.5"
"Calgary Int'L CS","15-July-2020","9.9","22.4","16.7","57.2","9.8","2.7","0.5"
"Calgary Int'L CS","16-July-2020","11.4","27.1","18.4","61.9","14.7","2.6","0.6"
"Calgary Int'L CS","17-July-2020","10.2","21.9","16.0","65.1","11.7","2.3","0.8"
"Calgary Int'L CS","18-July-2020","9.4","21.6","15.8","60.0","9.7","2.1","0.9"
"Calgary Int'L CS","19-July-2020","11.9","21.0","15.5","74.5","8.4","2.2","0.6"
"Calgary Int'L CS","20-July-2020","10.3","22.1","16.7","64.4","9.7","1.9","0.4"
"Calgary Int'L CS","21-July-2020","10.9","25.3","18.5","66.0","10.5","1.7","0.5"
"Calgary Int'L CS","22-July-2020","14.3","24.0","19.4","74.0","11.8","1.5","0.7"
"Calgary Int'L CS","23-July-2020","12.2","22.3","17.7","82.5","11.9","1.3","0.8"
"Calgary Int'L CS","24-July-2020","9.2","18.9","13.0","85.7","12.5","1.9","0.5"
"Calgary Int'L CS","25-July-2020","6.8","20.2","13.7","65.4","8.2","2.0","0.7"
"Calgary Int'L CS","26-July-2020","8.1","23.1","16.0","61.0","7.7","1.6","0.4"
"Calgary Int'L CS","27-July-2020","10.5","26.7","19.4","59.0","14.6","1.6","0.8"
"Calgary Int'L CS","28-July-2020","11.9","29.7","22.2","59.8","8.8","1.2","0.8"
"Calgary Int'L CS","29-July-2020","15.8","27.1","21.5","74.8","13.4","1.2","1.0"
"Calgary Int'L CS","30-July-2020","16.5","26.8","21.4","74.8","11.1","1.4","1.0"
"Calgary Int'L CS","31-July-2020","16.6","27.0","21.3","73.9","14.1","1.8","0.8"
"Calgary Int'L CS","01-August-2020","14.0","28.0","20.9","66.4","16.5","2.0","0.8"
"Calgary Int'L CS","02-August-2020","14.2","28.3","21.9","62.4","11.9","1.9","0.7"
"Calgary Int'L CS","03-August-2020","12.9","28.1","19.7","61.2","15.6","2.2","0.6"
"Calgary Int'L CS","04-August-2020","8.6","25.4","17.9","58.9","10.7","2.0","0.4"
"Calgary Int'L CS","05-August-2020","12.0","29.3","20.7","53.3","13.1","1.7","0.8"
"Calgary Int'L CS","06-August-2020","11.0","29.2","20.5","50.2","12.1","1.7","0.7"
"Calgary Int'L CS","07-August-2020","8.9","20.5","14.4","60.0","21.4","1.9","0.7"
"Calgary Int'L CS","08-August-2020","8.7","21.6","15.2","50.9","17.3","2.7","0.5"
"Calgary Int'L CS","09-August-2020","3.7","21.0","13.8","47.0","12.3","2.1","0.7"
"Calgary Int'L CS","10-August-2020","12.1","25.6","18.7","43.4","15.4","2.8","0.5"
"Calgary Int'L CS","11-August-2020","7.4","22.1","15.7","66.0","14.1","2.7","0.4"
"Calgary Int'L CS","12-August-2020","8.7","18.4","13.8","62.6","16.1","2.6","0.4"
"Calgary Int'L CS","13-August-2020","5.1","22.0","14.2","52.6","12.4","2.2","0.8"
"Calgary Int'L CS","14-August-2020","5.0","22.5","15.4","49.3","13.7","2.1","0.5"
"Calgary Int'L CS","15-August-2020","9.7","27.0","18.2","53.2","9.7","3.0","0.5"
"Calgary Int'L CS","16-August-2020","9.0","30.9","20.6","45.3","9.8","2.9","0.5"
"Calgary Int'L CS","17-August-2020","13.6","32.2","22.4","44.5","12.7","2.7","0.7"
"Calgary Int'L CS","18-August-2020","14.3","33.1","24.0","39.0","10.2","2.3","1.1"
"Calgary Int'L CS","19-August-2020","14.0","25.7","19.2","53.4","14.4","2.4","0.3"
"Calgary Int'L CS","20-August-2020","14.3","25.7","19.5","66.0","12.4","2.4","0.2"
"Calgary Int'L CS","21-August-2020","9.6","27.9","18.4","60.9","12.1","2.8","0.5"
"Calgary Int'L CS","22-August-2020","9.8","23.9","18.0","46.5","15.3","3.2","0.3"
"Calgary Int'L CS","23-August-2020","7.4","23.9","15.5","54.8","7.0","3.1","0.2"
"Calgary Int'L CS","24-August-2020","9.5","29.4","17.3","54.9","14.9","3.8","0.3"
"Calgary Int'L CS","25-August-2020","9.6","23.0","15.9","56.3","12.1","3.4","0.2"
"Calgary Int'L CS","26-August-2020","6.4","24.2","15.7","55.5","8.3","3.1","0.2"
"Calgary Int'L CS","27-August-2020","8.5","19.8","13.8","64.2","12.9","3.0","0.3"
"Calgary Int'L CS","28-August-2020","8.5","25.8","16.7","48.2","9.9","3.3","0.4"
"Calgary Int'L CS","29-August-2020","7.7","17.2","11.6","64.5","18.5","3.5","0.5"
"Calgary Int'L CS","30-August-2020","3.9","18.6","11.4","56.3","9.2","4.1","0.4"
"Calgary Int'L CS","31-August-2020","4.6","20.0","12.9","49.2","12.4","4.5","0.3"
"Calgary Int'L CS","01-September-2020","10.6","23.0","17.1","44.0","12.2","4.3","0.1"
"Calgary Int'L CS","02-September-2020","9.1","18.0","13.1","64.2","19.8","4.5","0.2"
"Calgary Int'L CS","03-September-2020","3.1","24.6","13.5","58.7","8.6","4.6","0.1"
